 C O N T R O L   I N F O R M A T I O N

      NUMBER OF NODAL POINTS . . . . . . . (NUMNP)  =        164
      NUMBER OF ELEMENT GROUPS . . . . . . (NUMEG)  =          2
      NUMBER OF LOAD CASES . . . . . . . . (NLCASE) =          1
      SOLUTION MODE  . . . . . . . . . . . (MODEX)  =          1
      49         1.027016e-03     -8.904837e-02     -1.683718e-07
      50         1.027056e-03     -8.905319e-02     -1.683672e-07
      51         1.278975e-02     -8.854214e-02      0.000000e+00
      52         1.279044e-02     -8.854693e-02      0.000000e+00
      53         1.172980e-03     -9.356855e-02     -1.785144e-07
      54         1.173027e-03     -9.357363e-02     -1.785096e-07
      55         1.167816e-02     -9.312188e-02      0.000000e+00
      56         1.167879e-02     -9.312694e-02      0.000000e+00
      57         1.324351e-03     -9.752368e-02     -1.876025e-07
      58         1.324405e-03     -9.752899e-02     -1.875975e-07
      59         1.051694e-02     -9.713658e-02      0.000000e+00
      60         1.051751e-02     -9.714186e-02      0.000000e+00
      61         1.480297e-03     -1.008976e-01     -1.955436e-07
      62         1.480358e-03     -1.009031e-01     -1.955385e-07
      63         9.312711e-03     -1.005701e-01      0.000000e+00
      64         9.313213e-03     -1.005756e-01      0.000000e+00
      65         1.639985e-03     -1.036768e-01     -2.022480e-07
      66         1.640054e-03     -1.036824e-01     -2.022427e-07
      67         8.072088e-03     -1.034088e-01      0.000000e+00
      68         8.072521e-03     -1.034144e-01      0.000000e+00
      69         1.802585e-03     -1.058499e-01     -2.076304e-07
      70         1.802662e-03     -1.058557e-01     -2.076250e-07
      71         6.801690e-03     -1.056414e-01      0.000000e+00
      72         6.802051e-03     -1.056472e-01      0.000000e+00
      73         1.967264e-03     -1.074083e-01     -2.116127e-07
      74         1.967349e-03     -1.074142e-01     -2.116073e-07
      75         5.508133e-03     -1.072594e-01      0.000000e+00
      76         5.508421e-03     -1.072653e-01      0.000000e+00
      77         2.133190e-03     -1.083459e-01     -2.141265e-07
      78         2.133284e-03     -1.083518e-01     -2.141211e-07
      79         4.198033e-03     -1.082565e-01      0.000000e+00
      80         4.198247e-03     -1.082625e-01      0.000000e+00
      81         2.299533e-03     -1.086588e-01     -2.151156e-07
      82         2.299634e-03     -1.086648e-01     -2.151101e-07
      83         2.878009e-03     -1.086290e-01      0.000000e+00
      84         2.878148e-03     -1.086350e-01      0.000000e+00
      85         2.465459e-03     -1.083459e-01     -2.145379e-07
      86         2.465569e-03     -1.083518e-01     -2.145324e-07
      87         1.554676e-03     -1.083756e-01      0.000000e+00
      88         1.554740e-03     -1.083816e-01      0.000000e+00
      89         2.630138e-03     -1.074083e-01     -2.123683e-07
      90         2.630257e-03     -1.074142e-01     -2.123629e-07
      91         2.346522e-04     -1.074977e-01      0.000000e+00
      92         2.346409e-04     -1.075036e-01      0.000000e+00
      93         2.792738e-03     -1.058499e-01     -2.085998e-07
      94         2.792864e-03     -1.058557e-01     -2.085946e-07
      95        -1.075447e-03     -1.059988e-01      0.000000e+00
      96        -1.075533e-03     -1.060046e-01      0.000000e+00
      97         2.952427e-03     -1.036768e-01     -2.032456e-07
      98         2.952561e-03     -1.036825e-01     -2.032404e-07
      99        -2.369004e-03     -1.038852e-01      0.000000e+00
     100        -2.369163e-03     -1.038909e-01      0.000000e+00
     101         3.108373e-03     -1.008977e-01     -1.963391e-07
     102         3.108515e-03     -1.009032e-01     -1.963341e-07
     103        -3.639403e-03     -1.011656e-01      0.000000e+00
     104        -3.639633e-03     -1.011712e-01      0.000000e+00
     105         3.259744e-03     -9.752372e-02     -1.879351e-07
     106         3.259894e-03     -9.752903e-02     -1.879303e-07
     107        -4.880025e-03     -9.785125e-02      0.000000e+00
     108        -4.880325e-03     -9.785659e-02      0.000000e+00
     109         3.405709e-03     -9.356859e-02     -1.781090e-07
     110         3.405866e-03     -9.357368e-02     -1.781044e-07
     111        -6.084255e-03     -9.395568e-02      0.000000e+00
     112        -6.084621e-03     -9.396079e-02      0.000000e+00
     113         3.545436e-03     -8.904841e-02     -1.669562e-07
     114         3.545599e-03     -8.905324e-02     -1.669519e-07
     115        -7.245473e-03     -8.949506e-02      0.000000e+00
     116        -7.245904e-03     -8.949992e-02      0.000000e+00
     117         3.678093e-03     -8.398181e-02     -1.545906e-07
     118         3.678262e-03     -8.398634e-02     -1.545866e-07
     119        -8.357064e-03     -8.448802e-02      0.000000e+00
     120        -8.357555e-03     -8.449259e-02      0.000000e+00
     121         3.802847e-03     -7.838987e-02     -1.411424e-07
     122         3.803023e-03     -7.839408e-02     -1.411387e-07
     123        -9.412407e-03     -7.895565e-02      0.000000e+00
     124        -9.412956e-03     -7.895990e-02      0.000000e+00
     125         3.918867e-03     -7.229618e-02     -1.267559e-07
     126         3.919048e-03     -7.230005e-02     -1.267525e-07
     127        -1.040489e-02     -7.292153e-02      0.000000e+00
     128        -1.040549e-02     -7.292544e-02      0.000000e+00
     129         4.025321e-03     -6.572680e-02     -1.115861e-07
     130         4.025507e-03     -6.573031e-02     -1.115831e-07
     131        -1.132788e-02     -6.641173e-02      0.000000e+00
     132        -1.132853e-02     -6.641527e-02      0.000000e+00
     133         4.121377e-03     -5.871029e-02     -9.579707e-08
     134         4.121568e-03     -5.871340e-02     -9.579438e-08
     135        -1.217477e-02     -5.945479e-02      0.000000e+00
     136        -1.217547e-02     -5.945795e-02      0.000000e+00
     137         4.206203e-03     -5.127766e-02     -7.955979e-08
     138         4.206397e-03     -5.128037e-02     -7.955755e-08
     139        -1.293894e-02     -5.208175e-02      0.000000e+00
     140        -1.293968e-02     -5.208450e-02      0.000000e+00
     141         4.278966e-03     -4.346245e-02     -6.305779e-08
     142         4.279163e-03     -4.346473e-02     -6.305564e-08
     143        -1.361377e-02     -4.432612e-02      0.000000e+00
     144        -1.361454e-02     -4.432845e-02      0.000000e+00
     145         4.338834e-03     -3.530064e-02     -4.650857e-08
     146         4.339034e-03     -3.530249e-02     -4.650818e-08
     147        -1.419263e-02     -3.622391e-02      0.000000e+00
     148        -1.419343e-02     -3.622580e-02      0.000000e+00
     149         4.384974e-03     -2.683069e-02     -3.025397e-08
     150         4.385176e-03     -2.683208e-02     -3.024790e-08
     151        -1.466891e-02     -2.781357e-02      0.000000e+00
     152        -1.466973e-02     -2.781501e-02      0.000000e+00
     153         4.416556e-03     -1.809381e-02     -1.500748e-08
     154         4.416759e-03     -1.809474e-02     -1.502928e-08
     155        -1.503597e-02     -1.913619e-02      0.000000e+00
     156        -1.503681e-02     -1.913718e-02      0.000000e+00
     157         4.432739e-03     -9.131951e-03     -2.894500e-09
     158         4.432942e-03     -9.132417e-03     -2.797853e-09
     159        -1.528722e-02     -1.023453e-02      0.000000e+00
     160        -1.528807e-02     -1.023505e-02      0.000000e+00
     161         4.432738e-03      0.000000e+00      0.000000e+00
     162         4.432942e-03      0.000000e+00      0.000000e+00
     163        -1.541596e-02     -1.158668e-03      0.000000e+00
     164        -1.541682e-02     -1.158720e-03      0.000000e+00

 S O L U T I O N   T I M E   L O G (SEC)

     TOTAL TIME . . . . . . . . . . . . . . . . . . =       2.82
